subject_id,ability,release_time
20250710_bloop,1.5361968278884888,
20250715_qodo_command,1.603224277496338,
20250716_openhands_kimi_k2,0.9271830320358276,
20250720_mini-v0.0.0-Llama-4-Maverick-17B-Instruct,-2.4778120517730717,
20250720_mini-v0.0.0-claude-3-7-sonnet-20250219,-3.4312140941619877,
20250725_sweagent_devstral_small_2507,-1.2298781871795654,
20250726_mini-v1.0.0_claude-sonnet-4-20250514,0.9590826630592346,
20250726_mini-v1.0.0_o4-mini-2025-04-16,-0.5775025486946106,
20250731_harness_ai,1.9560154676437376,
20250802_mini-v1.0.0_qwen3-coder-480b-a35b-instruct,-0.0637847781181335,
20250804_codesweep_sweagent_kimi_k2_instruct,-0.15039923787117,
20250804_epam-ai-run-claude-4-sonnet,2.416786432266236,
20250806_SWE-Exp_DeepSeek-V3,-0.9122937321662904,
20250807_mini-v1.7.0_gpt-5,0.9955702424049376,
20250807_mini-v1.7.0_gpt-oss-120b,-2.119333982467652,
20250807_mini-v1.7.0_kimi-k2-instruct,-0.7234718203544617,
20250807_openhands_gpt5,1.774712085723877,
20250819_ACoder,2.103613376617432,
20250822_mini-v1.9.1_glm-4.5,-0.0369553305208683,
20250901_entroPO_R2E_QwenCoder30BA3B_tts,0.3705442249774933,
20250901_warp,2.2291922569274902,
20250902_atlassian-rovo-dev,2.486759901046753,
20250915_JoyCode,2.114354372024536,
20250924_artemis_agent_v2,0.4143360555171966,
20250928_trae_doubao_seed_code,2.615138530731201,
20250929_Prometheus_v1.2_gpt5,1.5595775842666626,
20251021_SalesforceAIResearch_SAGE_bash_only,1.9638947248458865,
20251103_SalesforceAIResearch_SAGE_OpenHands,1.8933526277542116,
20251103_sonar-foundation-agent_claude-sonnet-4-5,2.3620004653930664,
20251110_frogmini-14b,-0.7744109630584717,
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118,1.9677486419677732,
20251124_mini-v1.17.0_minimax-m2,0.5827250480651855,
20251201_mini-v1.17.1_glm-4.6,0.070194311439991,
claude-3-5-sonnet-20241022,-0.1307097226381302,2024-10-22
claude-3-7-sonnet-20250219,1.0397526025772097,2025-02-24
claude-3-opus,-2.884110927581787,2024-03-04
claude-4-opus-20250514,1.1251753568649292,2025-05-14
claude-4-sonnet-20250514,2.05797815322876,2025-05-14
claude-4.5-opus-medium,2.31636381149292,2025-11-01
claude-4.5-sonnet-250929,1.5727226734161377,2025-09-29
deepseek-v3.2-reasoner,0.5185443758964539,2025-12-01
entrpo-ekto-30b,-0.2720496356487274,2025-09-01
frogboss-32b-2510,-0.0938890501856803,2025-10-22
gemini-2.5-pro,-0.0112213743850588,2025-06-17
gemini-3-pro-preview,2.52344012260437,2025-11-18
glm-4.5,0.9415390491485596,2025-07-27
glm-4.6,1.2214174270629885,2025-09-29
gpt-4-1106,-2.461601734161377,2023-11-06
gpt-4o-2024-05-13,-1.2392984628677368,2024-05-13
gpt-4o-2024-08-06,-2.0746212005615234,
gpt-5-2025-08-07,1.9551341533660889,2025-08-07
gpt-5-mini,0.3543325066566467,2025-08-07
gpt-5-nano,-1.4657503366470337,2025-08-07
gpt-oss-120b,-1.8454248905181885,
gpt-oss-20b,-3.136560440063477,
kimi-k2,1.5958648920059204,2025-09-04
minimaxm2,0.6998522877693176,2025-10-23
o1-preview,0.7623307704925537,2024-09-12
o3-2025-04-16,0.4137158691883087,2025-04-16
o3-mini,-0.9677608609199524,2025-01-31
o4-mini,0.811015248298645,2025-04-16
qwen2.5-coder-32b-inst,-3.565979480743408,2024-09-19
qwen2_5coder32b,-6.888506889343262,
qwen3-coder-30b,-1.301598072052002,
qwen3-coder-30b-a3b-instruct,-0.2727189064025879,2025-07-31
qwen3-coder-480b,0.1507972031831741,
qwen3-coder-480b-a35b-instruct,1.5112344026565552,2025-07-23
