,a,b
django__django-14311,1.5025360511890486,0.05454326421022415
django__django-14315,1.0662760442615626,4.273787975311279
django__django-14349,1.4881014029432291,-1.9484525918960571
django__django-14351,0.9898503507091532,0.580787181854248
django__django-14373,1.8863202957647347,-4.042499542236328
django__django-14376,1.277311684045084,1.8276790380477905
django__django-14404,1.1296930372939205,1.3606913089752197
django__django-14434,1.5025079302001394,-1.1813225746154785
django__django-14493,1.4810363769051675,-1.7731552124023438
django__django-14500,0.9180681347689413,-1.4837143421173096
django__django-14534,1.083540407382647,3.243413209915161
django__django-14539,1.1316848335588359,-1.7462432384490967
django__django-14559,0.8912855680668458,-1.231358289718628
django__django-14580,1.4410667743391472,-0.3675747215747833
django__django-14608,1.1917033877765897,-1.39253568649292
django__django-14631,1.3032883639482553,0.8206823468208313
django__django-14672,1.545607253198851,-2.241382360458374
django__django-14725,1.1590286948789166,3.1021533012390137
django__django-14752,1.7027849672938358,-2.919382095336914
django__django-14765,1.2534427610917909,-3.1762137413024902
django__django-14771,1.0503771808573152,0.19614894688129425
django__django-14787,1.9593122797517415,-1.395861029624939
django__django-14792,1.4078306257970812,4.4790940284729
django__django-14855,1.157261988889854,-3.564286947250366
django__django-14915,1.9123866690303704,-2.7495028972625732
django__django-14999,0.8178947187117791,-0.8941646814346313
django__django-15022,0.49740418351434096,-0.3975197672843933
django__django-15037,1.4700916070469545,-0.07347308844327927
django__django-15098,1.4349786010131578,3.9866788387298584
django__django-15103,1.355360529653028,-1.4110513925552368
django__django-15104,1.5156060366976984,-3.061619997024536
django__django-15127,0.722563237112845,2.348315954208374
django__django-15128,0.8018777108459337,-0.007496057078242302
django__django-15161,1.4997041190185298,-0.11997348070144653
django__django-15252,2.0377222553317385,3.9317519664764404
django__django-15268,1.4483734937109296,0.22024215757846832
django__django-15277,1.4318400853928372,-2.9653148651123047
django__django-15278,2.0197490006213243,-1.374861478805542
django__django-15280,1.969180664508966,2.346857786178589
django__django-15315,1.0436823405499573,-2.3779900074005127
django__django-15368,1.6931929008121567,-3.162745237350464
django__django-15375,1.9560076269194253,0.22703762352466583
django__django-15380,1.006547733380674,-1.5599606037139893
django__django-15382,2.157801367755821,-0.6729746460914612
django__django-15467,1.694492873342968,-3.445490837097168
django__django-15499,1.5043416419186533,-1.8986085653305054
django__django-15503,1.8804704780886903,1.957786202430725
django__django-15525,1.8001580599697675,-0.6079092621803284
django__django-15554,1.823937610661787,1.720496416091919
django__django-15561,1.7091837678112807,-1.366147518157959
django__django-15563,0.8407472043569992,2.804255485534668
django__django-15569,1.294698479219469,-3.3806028366088867
django__django-15572,1.0439606548856522,-1.8461790084838867
django__django-15629,1.8298760378678738,5.156069278717041
django__django-15695,0.7736452107093723,3.880354881286621
django__django-15731,1.2577886901592192,-2.4661407470703125
django__django-15732,0.7686168084874115,3.261810302734375
django__django-15741,0.866031475993205,-2.853411912918091
django__django-15814,1.4797180667385124,-1.3736563920974731
django__django-15851,1.6715531686900065,-2.6011335849761963
django__django-15863,1.5792222596228664,-1.623281717300415
django__django-15916,0.8533806419749974,1.4608508348464966
django__django-15930,1.4998338285471908,-0.5307576060295105
django__django-15957,1.9321773685254606,2.7519588470458984
django__django-15973,1.4876136895763399,3.122469902038574
django__django-15987,0.3978847489177775,-1.8236165046691895
django__django-16032,2.1874249632439944,-0.2950648069381714
django__django-16082,1.999749679967589,-0.82512366771698
django__django-16100,0.9124152904792595,-0.9791851043701172
django__django-16116,1.464061830338667,-1.6418402194976807
django__django-16136,1.3741959534766368,-1.3680613040924072
django__django-16139,0.9740419348202516,-3.4549498558044434
django__django-16145,1.4075005497941844,-2.3339688777923584
django__django-16255,1.0806340584072114,-4.367401123046875
django__django-16256,1.5921684955399984,3.4215734004974365
django__django-16263,1.883528504929965,4.960122108459473
django__django-16315,1.2986931628729774,0.6224905252456665
django__django-16333,1.5667945272154589,-2.589893102645874
django__django-16429,1.4444306636428288,-3.069870948791504
django__django-16454,0.4914718118691645,1.8931893110275269
django__django-16485,1.2962732420041918,-2.741766929626465
django__django-16493,1.7996287305537182,-2.283679723739624
django__django-16502,1.7009097844620988,4.9146223068237305
django__django-16527,1.138701195856602,-3.893963575363159
django__django-16560,1.4580140714198175,1.2951552867889404
django__django-16569,1.0451882995777162,-4.522449493408203
django__django-16595,1.342880229705332,-2.62480092048645
django__django-16612,1.0486070501686582,-2.3428306579589844
django__django-16631,2.069547345724083,4.8464813232421875
django__django-16642,0.6380910073036429,-0.38706979155540466
django__django-16661,1.29937639199823,-0.20874431729316711
django__django-16662,1.44837694690655,-2.043924331665039
django__django-16667,2.2176734737264483,4.720475196838379
django__django-16801,1.143325116927667,-2.985201597213745
django__django-16819,1.7640161232139082,-1.7157726287841797
django__django-16877,0.6240102636498479,0.3849237859249115
django__django-16899,1.383027074802193,-1.5069935321807861
django__django-16901,1.441286207965056,-1.360383152961731
django__django-16938,0.9802484087718532,1.808626413345337
django__django-16950,1.9727353204644964,1.9373522996902466
django__django-17029,1.098632705073187,-3.481320381164551
django__django-17084,1.1593731618146554,0.57273930311203
django__django-17087,2.296662310549799,-0.8964226245880127
django__django-7530,0.6154715340831105,-3.3206019401550293
django__django-9296,1.278274681495808,-3.543386220932007
matplotlib__matplotlib-13989,1.2679541035106807,-1.7527832984924316
matplotlib__matplotlib-14623,1.3866935167605996,0.05546007677912712
matplotlib__matplotlib-20488,0.8415422254759767,1.2387068271636963
matplotlib__matplotlib-20676,0.6094450226530069,2.566535711288452
matplotlib__matplotlib-20826,0.8674075696048542,1.2000714540481567
matplotlib__matplotlib-20859,1.13268514117698,-1.4753469228744507
matplotlib__matplotlib-21568,1.5634100628837508,3.827084541320801
matplotlib__matplotlib-22719,1.034296810834743,-2.941608428955078
matplotlib__matplotlib-22865,1.4038692110475914,0.4544154405593872
matplotlib__matplotlib-22871,1.520810921146829,0.6200658679008484
matplotlib__matplotlib-23299,0.5699788854041006,5.067810535430908
matplotlib__matplotlib-23314,1.1752261980487009,-1.3807319402694702
matplotlib__matplotlib-23412,1.1420593992182007,-1.9511501789093018
matplotlib__matplotlib-23476,0.8926478902791224,5.096667766571045
matplotlib__matplotlib-24026,0.8750995034515866,-2.176196813583374
matplotlib__matplotlib-24149,1.2524403349284472,-1.7947295904159546
matplotlib__matplotlib-24177,2.399293558947987,2.362778425216675
matplotlib__matplotlib-24570,0.4589644665162389,-1.7616642713546753
matplotlib__matplotlib-24627,1.141070162474288,-0.4599492847919464
matplotlib__matplotlib-24637,0.9461826434194968,-0.648391604423523
matplotlib__matplotlib-24870,1.910986280210053,3.5328571796417236
matplotlib__matplotlib-24970,1.3486559919770476,-1.856496810913086
matplotlib__matplotlib-25122,1.2344052127525014,-2.5490000247955322
matplotlib__matplotlib-25287,1.0575170357986776,-2.2701187133789062
matplotlib__matplotlib-25311,1.2669793596259946,-0.03235786408185959
matplotlib__matplotlib-25332,1.0700116068519936,-0.1324692964553833
matplotlib__matplotlib-25479,1.980447770980227,4.896048069000244
matplotlib__matplotlib-25775,0.6153394273718225,0.3037673532962799
matplotlib__matplotlib-25960,1.2388551064634257,2.9472715854644775
matplotlib__matplotlib-26113,1.25803484090992,-2.572448253631592
matplotlib__matplotlib-26208,1.5101570069343633,3.882288694381714
matplotlib__matplotlib-26291,0.7999335344940179,0.2174951732158661
matplotlib__matplotlib-26342,1.4611010073359487,-1.499478816986084
matplotlib__matplotlib-26466,1.8972333894756024,4.814544200897217
mwaskom__seaborn-3069,1.3185093320846641,1.027640461921692
mwaskom__seaborn-3187,1.2300575757191785,3.134887218475342
pallets__flask-5014,0.8550821193934478,-3.05387544631958
psf__requests-1142,0.6555034074452286,-0.25360995531082153
psf__requests-1724,0.29303743877419397,-0.880440890789032
psf__requests-1766,0.2811257825847699,-1.9611656665802002
psf__requests-1921,0.4004633372844876,0.06492462754249573
psf__requests-2317,0.321371972010275,-0.707855761051178
psf__requests-2931,0.6571109610432307,1.356906771659851
psf__requests-5414,1.0080925982533007,-0.16625967621803284
psf__requests-6028,1.4770807397823504,3.237229585647583
pydata__xarray-2905,0.9653912757179153,-0.5832995772361755
pydata__xarray-3095,2.194987308017494,-0.4129074215888977
pydata__xarray-3151,2.3910106476836237,-1.3960031270980835
pydata__xarray-3305,1.061472952671466,-1.351780891418457
pydata__xarray-3677,2.020414726837371,-2.146139144897461
pydata__xarray-3993,1.3285612617457523,0.41220930218696594
pydata__xarray-4075,1.6096638570286468,-3.355238676071167
pydata__xarray-4094,1.3832347437476198,-0.17983248829841614
pydata__xarray-4356,1.3747875417804656,-2.508927345275879
pydata__xarray-4629,1.51209914648057,-3.3840415477752686
pydata__xarray-4687,1.210671173382166,1.7030608654022217
pydata__xarray-4695,1.4756392460850076,0.22346682846546173
pydata__xarray-4966,1.7420217771148248,-2.0000147819519043
pydata__xarray-6461,1.0150394781301093,-1.5593757629394531
pydata__xarray-6599,0.3944414052273488,1.7847803831100464
pydata__xarray-6721,0.785509160121394,-0.1805979609489441
pydata__xarray-6744,0.9852795781744031,-0.11883175373077393
pydata__xarray-6938,1.2621289241005704,2.5464534759521484
pydata__xarray-6992,2.2060366586078506,4.608933925628662
pydata__xarray-7229,2.0497640334696063,4.620548725128174
pydata__xarray-7233,1.4159837424885222,-1.9940578937530518
pydata__xarray-7393,1.1282817372965472,-0.03971079736948013
pylint-dev__pylint-4551,2.2752804546001455,4.472938060760498
pylint-dev__pylint-4604,1.891513424069537,4.846977710723877
pylint-dev__pylint-4661,1.9017967161552196,5.044109344482422
pylint-dev__pylint-4970,0.4756824358889252,3.3396263122558594
pylint-dev__pylint-6386,1.2257234796039245,1.384487271308899
pylint-dev__pylint-6528,0.8096699306466618,0.866962194442749
pylint-dev__pylint-6903,1.5294832249181411,-3.693831205368042
pylint-dev__pylint-7080,0.5585096672954689,3.248192548751831
pylint-dev__pylint-7277,0.30892658393039596,-2.348912239074707
pylint-dev__pylint-8898,0.624239736467,4.573683261871338
pytest-dev__pytest-10051,1.4814044479765354,0.8166318535804749
pytest-dev__pytest-10081,1.586188912260511,-1.186720609664917
pytest-dev__pytest-10356,1.9313720601741526,4.84089469909668
pytest-dev__pytest-5262,1.3396060317464835,-1.1936384439468384
pytest-dev__pytest-5631,1.2800853300509747,-1.6010715961456299
pytest-dev__pytest-5787,2.4408098052849003,1.2539806365966797
pytest-dev__pytest-5809,1.2134651349669932,-3.517667293548584
pytest-dev__pytest-5840,2.2003283166529592,3.2368826866149902
pytest-dev__pytest-6197,1.5292323613280654,1.441965937614441
pytest-dev__pytest-6202,1.4130513785530436,-3.255770444869995
pytest-dev__pytest-7205,0.3277371494562345,-2.024322986602783
pytest-dev__pytest-7236,1.3993905233072341,-0.7595969438552856
pytest-dev__pytest-7324,1.6103408803526436,0.9584099054336548
pytest-dev__pytest-7432,1.4939545625109076,-1.2163214683532715
pytest-dev__pytest-7490,1.4183404394056676,-0.08927275985479355
pytest-dev__pytest-7521,1.313594151386218,-0.9464040398597717
pytest-dev__pytest-7571,1.7651381513421875,-1.5619325637817383
pytest-dev__pytest-7982,1.0152997738572873,-3.0991742610931396
pytest-dev__pytest-8399,1.3066816916763457,-3.034508466720581
scikit-learn__scikit-learn-10297,1.4187921645550778,-2.7444705963134766
scikit-learn__scikit-learn-10844,1.7712141768222793,-3.8010966777801514
scikit-learn__scikit-learn-10908,1.3149946397529129,-0.3721337914466858
scikit-learn__scikit-learn-11310,2.151176824866241,-1.9105043411254883
scikit-learn__scikit-learn-11578,0.9894484232726868,-3.697089672088623
scikit-learn__scikit-learn-12585,1.4703266341726158,-3.709153413772583
scikit-learn__scikit-learn-12682,1.7302031232092776,-0.16228912770748138
scikit-learn__scikit-learn-12973,0.939941470431811,-1.0026230812072754
scikit-learn__scikit-learn-13124,0.8155737367471025,0.10088318586349487
scikit-learn__scikit-learn-13135,1.4761310401834056,-1.7862228155136108
scikit-learn__scikit-learn-13142,2.4198158206233384,-1.3678555488586426
scikit-learn__scikit-learn-13328,1.2028625262935262,-2.7748496532440186
scikit-learn__scikit-learn-13439,1.4419023812639689,-3.103579521179199
scikit-learn__scikit-learn-13496,1.9773840712657607,-2.0094246864318848
scikit-learn__scikit-learn-13779,1.2213880742307597,-2.5530200004577637
scikit-learn__scikit-learn-14053,1.6201415421762513,-1.9336152076721191
scikit-learn__scikit-learn-14087,1.1386266919374795,0.24246199429035187
scikit-learn__scikit-learn-14141,1.32067719004641,-3.390291690826416
scikit-learn__scikit-learn-14496,1.2336397601828208,-3.858552932739258
scikit-learn__scikit-learn-14629,1.1299848962546026,2.309119462966919
scikit-learn__scikit-learn-14710,0.6755090765767643,-2.1706206798553467
scikit-learn__scikit-learn-14894,1.6889556457689452,-2.8957085609436035
scikit-learn__scikit-learn-14983,1.5004225790306478,0.6167651414871216
scikit-learn__scikit-learn-15100,1.2476031536331187,-2.886348247528076
scikit-learn__scikit-learn-25102,0.5152507448923072,1.904312252998352
scikit-learn__scikit-learn-25232,0.9020600646197339,-1.4439271688461304
scikit-learn__scikit-learn-25747,0.5733345600893578,4.1145453453063965
scikit-learn__scikit-learn-25931,1.1610920671761267,-1.1594281196594238
scikit-learn__scikit-learn-25973,1.8132948028544327,-1.0477960109710693
scikit-learn__scikit-learn-26194,0.7621468829794971,5.319358825683594
scikit-learn__scikit-learn-26323,1.681655405832181,-1.811793565750122
scikit-learn__scikit-learn-9288,1.7834266002398644,-1.5142111778259277
sphinx-doc__sphinx-10323,0.9440903377725293,0.4340739846229553
sphinx-doc__sphinx-10435,1.2285648286871587,3.98063063621521
sphinx-doc__sphinx-10449,1.3880436966198737,-0.0857698917388916
sphinx-doc__sphinx-10466,1.1240040302971062,-1.7117500305175781
sphinx-doc__sphinx-10614,0.996256408093041,5.266636848449707
sphinx-doc__sphinx-10673,1.2145251328585887,-0.20927874743938446
sphinx-doc__sphinx-11445,1.5151927553825144,0.2715213894844055
sphinx-doc__sphinx-11510,1.7477610043385703,4.708073616027832
sphinx-doc__sphinx-7440,1.010357113983305,-0.9314201474189758
sphinx-doc__sphinx-7454,1.2504071429630663,0.4702487587928772
sphinx-doc__sphinx-7462,2.010793863572228,4.584733486175537
sphinx-doc__sphinx-7590,1.469091759776511,4.325333595275879
sphinx-doc__sphinx-7748,1.8174671911952993,5.105112552642822
sphinx-doc__sphinx-7757,1.8399171218355335,-0.2041102945804596
sphinx-doc__sphinx-7889,1.1586900797957493,-1.112072467803955
sphinx-doc__sphinx-7910,0.8844617583109492,-0.6394593715667725
sphinx-doc__sphinx-7985,0.9576871276871712,4.5546875
sphinx-doc__sphinx-8035,1.4686315043004863,-0.4183458387851715
sphinx-doc__sphinx-8056,0.8991282286828638,2.311417579650879
sphinx-doc__sphinx-8120,1.167929930317993,-0.8081461191177368
sphinx-doc__sphinx-8265,1.627955095947832,2.1041362285614014
sphinx-doc__sphinx-8269,1.0797073509543464,-1.0285000801086426
sphinx-doc__sphinx-8459,1.8998510509326936,-0.15394200384616852
sphinx-doc__sphinx-8475,0.9310500128153353,-1.4165287017822266
sphinx-doc__sphinx-8548,1.5931899064389052,2.3442530632019043
sphinx-doc__sphinx-8551,1.8448024886919883,0.6038662195205688
sphinx-doc__sphinx-8593,1.849275859367618,0.19471924006938934
sphinx-doc__sphinx-8595,0.5062778119216187,-2.6159164905548096
sphinx-doc__sphinx-8621,1.3560266104779544,0.7236420512199402
sphinx-doc__sphinx-8638,1.3814852493208516,2.713249444961548
sphinx-doc__sphinx-8721,1.2586218269715481,-2.2672979831695557
sphinx-doc__sphinx-9229,1.495754343170143,4.249238967895508
sphinx-doc__sphinx-9230,1.9956742918509263,0.680329442024231
sphinx-doc__sphinx-9258,1.6024401743974894,1.112026572227478
sphinx-doc__sphinx-9281,1.4346511814468104,-0.7805797457695007
sphinx-doc__sphinx-9320,1.0795345137645822,-2.396085500717163
sphinx-doc__sphinx-9367,1.4039781210509226,-2.184281587600708
sphinx-doc__sphinx-9461,1.91310583502404,4.092553615570068
sphinx-doc__sphinx-9591,1.0826192414116242,1.3283571004867554
sphinx-doc__sphinx-9602,1.700997076710313,2.8154947757720947
sphinx-doc__sphinx-9658,1.2882852635854483,0.8558743000030518
sphinx-doc__sphinx-9673,2.0277111202910345,-0.41805300116539
sphinx-doc__sphinx-9698,0.968163469505815,-1.893118143081665
sphinx-doc__sphinx-9711,0.6852608740952191,-2.2914938926696777
sympy__sympy-11618,1.6702123566371234,-1.7712080478668213
sympy__sympy-12096,1.3436575013207503,-2.715031862258911
sympy__sympy-12419,2.2788426514110998,-0.14452314376831055
sympy__sympy-12481,1.3451747879068119,-1.086133360862732
sympy__sympy-12489,1.7116702111222484,1.9575146436691284
sympy__sympy-13031,0.9117216256336306,1.650732159614563
sympy__sympy-13091,2.3460743613918926,1.7654998302459717
sympy__sympy-13372,1.4091436828466966,-1.6898672580718994
sympy__sympy-13480,1.3454676723623533,-3.1882495880126953
sympy__sympy-13551,1.5710689364644206,0.6500236392021179
sympy__sympy-13615,2.089138904430895,0.5903195142745972
sympy__sympy-13647,1.9390589449793438,-1.8793063163757324
sympy__sympy-13757,1.9445270721146308,-0.18227948248386383
sympy__sympy-13798,0.8336618017520397,4.052125453948975
sympy__sympy-13852,2.1067886295975393,5.028295040130615
sympy__sympy-13877,0.39977214933334787,2.728104829788208
sympy__sympy-13878,1.2232112272460747,0.30319634079933167
sympy__sympy-13974,0.6179783564149415,3.261709213256836
sympy__sympy-14248,1.1029485739471727,3.493163824081421
sympy__sympy-14531,0.9996372614132024,-0.6870028972625732
sympy__sympy-14711,1.0316651789763605,-2.3512561321258545
sympy__sympy-14976,0.593462845239905,0.3983536958694458
sympy__sympy-15017,0.7320690058884903,0.39207661151885986
sympy__sympy-15345,1.5936309212776911,0.04817461594939232
sympy__sympy-15349,0.9972606732081585,-1.3473761081695557
sympy__sympy-15599,1.332352262736988,1.7148033380508423
sympy__sympy-15809,0.9410781420931638,-0.9862155914306641
sympy__sympy-15875,0.6210168848127112,0.06831568479537964
sympy__sympy-15976,1.615547858920244,1.6166225671768188
sympy__sympy-16450,1.2887031336822103,-2.161593437194824
sympy__sympy-16597,1.9545411609368983,4.956300735473633
sympy__sympy-16766,1.0447690670012637,-2.7916197776794434
sympy__sympy-16792,1.7955445977042679,-0.33017417788505554
sympy__sympy-16886,1.5869031655686603,-2.940429449081421
sympy__sympy-17139,1.2697432460545781,-0.8681094646453857
sympy__sympy-17318,0.5307124930682415,5.029138565063477
sympy__sympy-17630,1.9682084749526798,3.6993303298950195
sympy__sympy-17655,1.0576363678018494,-1.0173249244689941
sympy__sympy-18189,1.7548748425976397,-1.3735352754592896
sympy__sympy-18199,1.5636937017270933,4.152014255523682
sympy__sympy-18211,0.9845347176464614,0.3710019886493683
sympy__sympy-18698,1.0679832655779615,1.5829108953475952
sympy__sympy-18763,0.21759146372875968,2.4070699214935303
sympy__sympy-19040,1.1179041212470617,1.826428771018982
sympy__sympy-19346,1.6989096782331754,-1.5828969478607178
sympy__sympy-19495,0.5762459487608487,-0.3939775228500366
sympy__sympy-19637,1.4855258558263083,-2.59712553024292
sympy__sympy-19783,1.70237356075876,-0.00767068937420845
sympy__sympy-19954,1.752979701562629,-1.6918631792068481
sympy__sympy-20154,1.2118636899586097,-2.0205020904541016
sympy__sympy-20428,2.112737560374017,4.455151557922363
sympy__sympy-20438,1.8753167220274964,4.763734340667725
sympy__sympy-20590,1.6691322636735353,-0.006489141844213009
sympy__sympy-20801,1.6732793925259548,-0.7605591416358948
sympy__sympy-20916,0.9138985863790973,3.85634446144104
sympy__sympy-21379,0.7178926929995608,0.8234062194824219
sympy__sympy-21596,1.8033997588135557,4.1344146728515625
sympy__sympy-21612,0.8562141413596465,3.897461175918579
sympy__sympy-21847,1.6255577050623093,-2.180415391921997
sympy__sympy-21930,1.8441651676581798,4.840456485748291
sympy__sympy-22080,1.9206800655834217,3.726447105407715
sympy__sympy-22456,1.4612977097415372,-1.5372689962387085
sympy__sympy-22714,1.9691503826847898,-1.6883835792541504
sympy__sympy-22914,1.239473406517912,-2.8447606563568115
sympy__sympy-23262,1.3585351240783246,-0.8744655251502991
sympy__sympy-23413,1.7369895448079555,1.8362689018249512
sympy__sympy-23534,1.3132987726129914,-1.6360669136047363
